GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
80222,1.40E-10,4.97E-11,0.226,6.57171,1.48529,129.83,TARS2,"threonyl-tRNA synthetase 2, mitochondrial"
2121,1.40E-10,4.99E-11,0.254,-6.57123,-1.6708,140.85,EVC,EvC ciliary complex subunit 1
5890,1.40E-10,5.00E-11,0.222,6.57103,1.461143,148.61,RAD51B,RAD51 paralog B
165904,1.40E-10,5.01E-11,0.358,-6.57073,-2.349376,44.55,XIRP1,xin actin binding repeat containing 1
100996579,1.41E-10,5.01E-11,0.34,6.57052,2.233133,45.79,LINC01806,long intergenic non-protein coding RNA 1806
102724646,1.41E-10,5.01E-11,0.264,6.57053,1.737449,70.53,LOC102724646,uncharacterized LOC102724646
55847,1.41E-10,5.03E-11,0.44,6.57013,2.891984,29.29,CISD1,CDGSH iron sulfur domain 1
7498,1.41E-10,5.04E-11,0.309,-6.5697,-2.027733,57.96,XDH,xanthine dehydrogenase
105377743,1.43E-10,5.09E-11,0.252,6.56842,1.655663,107.86,LOC105377743,uncharacterized LOC105377743
284422,1.43E-10,5.10E-11,0.349,6.56799,2.290683,96.96,SMIM24,small integral membrane protein 24
7407,1.44E-10,5.12E-11,0.207,6.56733,1.36219,172.73,VARS1,valyl-tRNA synthetase 1
107984590,1.46E-10,5.22E-11,0.558,-6.56456,-3.664002,29.78,LOC107984590,
338645,1.47E-10,5.24E-11,0.651,-6.56382,-4.27129,30.28,LUZP2,leucine zipper protein 2
147381,1.47E-10,5.26E-11,0.544,-6.56335,-3.573412,27.73,CBLN2,cerebellin 2 precursor
3175,1.48E-10,5.27E-11,0.348,-6.56299,-2.28433,44.31,ONECUT1,one cut homeobox 1
100132159,1.48E-10,5.29E-11,0.492,-6.5625,-3.230974,28.91,CALML3-AS1,CALML3 antisense RNA 1
414152,1.48E-10,5.30E-11,0.22,6.56225,1.44577,139.27,C10orf105,chromosome 10 open reading frame 105
6752,1.49E-10,5.33E-11,0.325,-6.56142,-2.133769,57.22,SSTR2,somatostatin receptor 2
619568,1.50E-10,5.37E-11,1.068,6.56022,7.005428,32.77,SNORA4,"small nucleolar RNA, H/ACA box 4"
26164,1.51E-10,5.39E-11,0.224,6.55969,1.469154,189.24,MTG2,mitochondrial ribosome associated GTPase 2
105376620,1.51E-10,5.39E-11,0.416,-6.55965,-2.727038,34.56,LINC02721,long intergenic non-protein coding RNA 2721
28727,1.51E-10,5.41E-11,0.737,6.55925,4.832369,18.76,TRAJ28,T cell receptor alpha joining 28
105378859,1.52E-10,5.44E-11,0.386,-6.55836,-2.52858,40.66,LOC105378859,
105373604,1.53E-10,5.48E-11,0.429,-6.55725,-2.813008,32.87,LOC105373604,uncharacterized LOC105373604
101927293,1.55E-10,5.52E-11,0.41,-6.5561,-2.688488,35.4,LOC101927293,uncharacterized LOC101927293
6457,1.55E-10,5.55E-11,0.375,-6.55527,-2.458869,48.22,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3"
100507050,1.56E-10,5.58E-11,0.513,-6.5546,-3.361423,29.27,TPBGL,trophoblast glycoprotein like
79977,1.56E-10,5.59E-11,0.282,-6.55431,-1.845491,66.45,GRHL2,grainyhead like transcription factor 2
572,1.57E-10,5.62E-11,0.375,6.55347,2.458371,34.99,BAD,BCL2 associated agonist of cell death
3816,1.57E-10,5.63E-11,0.525,-6.5533,-3.442118,28.08,KLK1,kallikrein 1
107987250,1.58E-10,5.64E-11,0.278,6.55288,1.818673,113.23,LOC107987250,
339988,1.59E-10,5.67E-11,0.301,6.55207,1.973652,51.56,LINC02481,long intergenic non-protein coding RNA 2481
107985921,1.59E-10,5.68E-11,0.367,6.55196,2.402906,32.35,LOC107985921,
105375131,1.59E-10,5.69E-11,0.524,-6.55179,-3.429951,27.81,LOC105375131,uncharacterized LOC105375131
105373551,1.60E-10,5.73E-11,0.379,-6.55059,-2.482586,42.12,LOC105373551,uncharacterized LOC105373551
125476,1.60E-10,5.73E-11,0.302,6.5506,1.978643,62.41,INO80C,INO80 complex subunit C
3589,1.61E-10,5.74E-11,0.56,-6.55026,-3.671333,26.67,IL11,interleukin 11
8808,1.62E-10,5.78E-11,0.407,-6.54937,-2.668037,39.67,IL1RL2,interleukin 1 receptor like 2
81889,1.62E-10,5.80E-11,0.292,6.54877,1.914057,72.81,FAHD1,fumarylacetoacetate hydrolase domain containing 1
773,1.63E-10,5.84E-11,0.225,-6.54788,-1.473265,149.24,CACNA1A,calcium voltage-gated channel subunit alpha1 A
55556,1.64E-10,5.87E-11,0.27,6.54699,1.769636,209.99,ENOSF1,enolase superfamily member 1
7515,1.64E-10,5.88E-11,0.242,6.54688,1.58554,123.22,XRCC1,X-ray repair cross complementing 1
100130698,1.65E-10,5.90E-11,0.435,-6.54632,-2.846765,34.98,LOC100130698,uncharacterized LOC100130698
84874,1.65E-10,5.92E-11,0.212,6.54585,1.387655,147.07,ZNF514,zinc finger protein 514
339512,1.66E-10,5.94E-11,0.379,-6.54534,-2.478501,39.54,CCDC190,coiled-coil domain containing 190
283579,1.66E-10,5.94E-11,0.398,6.54518,2.606747,33.7,C14orf178,chromosome 14 open reading frame 178
124857,1.66E-10,5.95E-11,0.45,-6.54494,-2.944521,31.93,WFIKKN2,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
7016,1.67E-10,5.97E-11,0.255,6.54454,1.669076,108.2,TESK1,testis associated actin remodelling kinase 1
102724954,1.67E-10,5.97E-11,0.461,6.54437,3.016595,22.03,RGS2-AS1,RSG2 antisense RNA 1
248,1.68E-10,6.01E-11,0.446,-6.54351,-2.919527,31.66,ALPI,"alkaline phosphatase, intestinal"
105373426,1.68E-10,6.03E-11,0.543,-6.54296,-3.553891,27.39,LOC105373426,uncharacterized LOC105373426
100132116,1.69E-10,6.04E-11,0.318,6.54284,2.079076,43.71,ACTA2-AS1,ACTA2 antisense RNA 1
1114,1.69E-10,6.05E-11,0.62,-6.5424,-4.054148,26.55,CHGB,chromogranin B
100189011,1.69E-10,6.07E-11,0.705,6.5421,4.611633,19.73,TRG-TCC2-6,tRNA-Gly (anticodon TCC) 2-6
5465,1.70E-10,6.09E-11,0.199,6.54144,1.30334,210.26,PPARA,peroxisome proliferator activated receptor alpha
2681,1.70E-10,6.10E-11,0.328,6.54125,2.148327,78.05,GGTA1,glycoprotein alpha-galactosyltransferase 1 (inactive)
10073,1.72E-10,6.15E-11,0.272,6.54,1.779155,64.47,SNUPN,snurportin 1
1258,1.72E-10,6.16E-11,0.268,-6.53977,-1.751094,95.95,CNGB1,cyclic nucleotide gated channel subunit beta 1
105375475,1.72E-10,6.18E-11,0.661,-6.5394,-4.321843,27.18,LINC02476,long intergenic non-protein coding RNA 2476
57194,1.73E-10,6.20E-11,0.285,6.53892,1.865934,327.52,ATP10A,ATPase phospholipid transporting 10A (putative)
653247,1.73E-10,6.21E-11,0.39,-6.53867,-2.552571,41.59,PRB2,proline rich protein BstNI subfamily 2
105374122,1.74E-10,6.25E-11,0.394,-6.53767,-2.57703,37.44,LOC105374122,uncharacterized LOC105374122
10755,1.75E-10,6.27E-11,0.293,6.53714,1.917515,81.52,GIPC1,GIPC PDZ domain containing family member 1
28930,1.76E-10,6.29E-11,0.53,6.53659,3.466902,24.59,IGKV1-39,immunoglobulin kappa variable 1-39
644794,1.76E-10,6.30E-11,0.52,-6.53632,-3.398522,29.64,LINC02604,long intergenic non-protein coding RNA 2604
102724545,1.77E-10,6.33E-11,0.288,6.53571,1.881842,66.6,LOC102724545,uncharacterized LOC102724545
105370786,1.77E-10,6.35E-11,0.483,-6.53524,-3.159373,29.99,LOC105370786,
105369791,1.77E-10,6.35E-11,0.435,-6.53521,-2.843789,33.42,LRIG3-DT,LRIG3 divergent transcript
9300,1.78E-10,6.38E-11,0.802,6.53453,5.240941,19.76,SNORD28,"small nucleolar RNA, C/D box 28"
284217,1.82E-10,6.51E-11,0.263,-6.53142,-1.71596,82.19,LAMA1,laminin subunit alpha 1
54995,1.82E-10,6.53E-11,0.29,6.53104,1.891797,51.92,OXSM,"3-oxoacyl-ACP synthase, mitochondrial"
1809,1.83E-10,6.56E-11,0.342,-6.53041,-2.233179,47.63,DPYSL3,dihydropyrimidinase like 3
25850,1.84E-10,6.60E-11,0.254,6.52954,1.658065,76.81,ZNF345,zinc finger protein 345
6469,1.84E-10,6.61E-11,0.329,-6.52931,-2.145224,56.94,SHH,sonic hedgehog signaling molecule
83876,1.84E-10,6.61E-11,0.343,-6.52921,-2.237919,49.51,MRO,maestro
102466854,1.85E-10,6.63E-11,1.218,6.52891,7.950814,34.3,MIR7705,microRNA 7705
105371692,1.85E-10,6.63E-11,0.189,6.52869,1.234904,358.42,LOC105371692,uncharacterized LOC105371692
54970,1.85E-10,6.63E-11,0.219,6.52869,1.428342,149.41,TTC12,tetratricopeptide repeat domain 12
28744,1.85E-10,6.66E-11,0.64,6.52821,4.177826,19.75,TRAJ11,T cell receptor alpha joining 11
101926888,1.86E-10,6.67E-11,0.336,6.52779,2.194947,41.26,RALY-AS1,RALY antisense RNA 1
4620,1.87E-10,6.70E-11,0.394,-6.5273,-2.571719,39.44,MYH2,myosin heavy chain 2
10478,1.87E-10,6.71E-11,0.284,6.52697,1.853308,60.72,SLC25A17,solute carrier family 25 member 17
100499484,1.87E-10,6.73E-11,0.295,6.52664,1.92389,60.18,SUGT1P4-STRA6LP,SUGT1P4-STRA6LP readthrough
222611,1.92E-10,6.88E-11,0.425,-6.5232,-2.771633,33.62,ADGRF2,adhesion G protein-coupled receptor F2
56144,1.92E-10,6.91E-11,0.389,-6.52268,-2.539681,40.91,PCDHA4,protocadherin alpha 4
11187,1.92E-10,6.91E-11,0.398,-6.52265,-2.593265,38,PKP3,plakophilin 3
101927895,1.93E-10,6.92E-11,0.384,6.52229,2.502946,28.91,EMC1-AS1,EMC1 antisense RNA 1
101929028,1.94E-10,6.96E-11,0.523,-6.52144,-3.410638,27.51,LOC101929028,uncharacterized LOC101929028
112268151,1.94E-10,6.99E-11,0.458,-6.52094,-2.989068,31.16,LOC112268151,uncharacterized LOC112268151
100874034,1.95E-10,7.00E-11,0.428,6.52065,2.789489,25.29,UBXN7-AS1,UBXN7 antisense RNA 1
1435,1.95E-10,7.01E-11,0.233,6.52048,1.518249,158.1,CSF1,colony stimulating factor 1
744,1.96E-10,7.05E-11,0.287,-6.51954,-1.872463,70.87,MPPED2,metallophosphoesterase domain containing 2
102465666,1.97E-10,7.07E-11,0.803,6.51915,5.234293,19.76,MIR7109,microRNA 7109
145553,1.97E-10,7.07E-11,0.402,6.5191,2.617556,28.19,MDP1,magnesium dependent phosphatase 1
326340,1.97E-10,7.09E-11,0.242,6.51866,1.578362,112.17,ZAR1,zygote arrest 1
150684,1.97E-10,7.10E-11,0.216,6.51859,1.411,163.01,COMMD1,copper metabolism domain containing 1
107987269,1.98E-10,7.11E-11,0.305,6.51825,1.985392,54.36,LOC107987269,uncharacterized LOC107987269
79955,1.99E-10,7.14E-11,0.271,-6.5177,-1.765315,80.25,PDZD7,PDZ domain containing 7
414149,2.02E-10,7.25E-11,0.502,-6.51545,-3.270597,29.87,ACBD7,acyl-CoA binding domain containing 7
105371586,2.02E-10,7.27E-11,0.363,-6.51498,-2.362919,45.26,FAM78B-AS1,FAM78B antisense RNA 1
102465433,2.02E-10,7.27E-11,0.373,-6.51494,-2.428161,108.25,MIR6724-1,microRNA 6724-1
57573,2.05E-10,7.36E-11,0.287,-6.51309,-1.871507,63.48,ZNF471,zinc finger protein 471
402,2.07E-10,7.45E-11,0.371,6.51137,2.414845,33.41,ARL2,ADP ribosylation factor like GTPase 2
126567,2.08E-10,7.47E-11,0.594,-6.51095,-3.868632,27.05,C2CD4C,C2 calcium dependent domain containing 4C
107984921,2.10E-10,7.56E-11,0.255,6.5091,1.662024,88.11,LINC01772,long intergenic non-protein coding RNA 1772
55351,2.10E-10,7.57E-11,0.315,-6.50897,-2.049504,57.91,STK32B,serine/threonine kinase 32B
105376344,2.11E-10,7.61E-11,0.442,-6.50815,-2.877681,32.82,LOC105376344,uncharacterized LOC105376344
100506084,2.11E-10,7.61E-11,0.258,6.50812,1.682019,109.49,ARL17B,ADP ribosylation factor like GTPase 17B
105373204,2.12E-10,7.62E-11,0.305,6.50787,1.982342,108.16,LOC105373204,uncharacterized LOC105373204
23551,2.12E-10,7.63E-11,0.299,-6.50773,-1.944812,65.6,RASD2,RASD family member 2
101928477,2.12E-10,7.64E-11,0.512,-6.5076,-3.332178,28.47,MMP20-AS1,MMP20 antisense RNA 1
9182,2.13E-10,7.67E-11,0.569,-6.50695,-3.703154,26.93,RASSF9,Ras association domain family member 9
5080,2.14E-10,7.71E-11,0.248,-6.50624,-1.613591,96.85,PAX6,paired box 6
107985926,2.15E-10,7.75E-11,0.213,6.50536,1.382644,180.95,LOC107985926,uncharacterized LOC107985926
440345,2.16E-10,7.78E-11,0.281,6.50473,1.826198,344.94,NPIPB4,nuclear pore complex interacting protein family member B4
407043,2.17E-10,7.80E-11,1.069,6.50444,6.952498,31.84,MIR7-1,microRNA 7-1
3339,2.17E-10,7.82E-11,0.232,-6.50402,-1.50667,197.87,HSPG2,heparan sulfate proteoglycan 2
107984433,2.18E-10,7.86E-11,0.494,-6.5032,-3.209949,28.64,LOC107984433,uncharacterized LOC107984433
55349,2.21E-10,7.97E-11,0.287,-6.50123,-1.86822,70.92,CHDH,choline dehydrogenase
107986108,2.22E-10,7.99E-11,0.64,-6.50084,-4.157482,29.04,LOC107986108,uncharacterized LOC107986108
28724,2.24E-10,8.07E-11,0.692,6.49933,4.49836,18.02,TRAJ31,T cell receptor alpha joining 31
101928163,2.24E-10,8.09E-11,0.299,6.49895,1.943818,48.14,LOC101928163,uncharacterized LOC101928163
10351,2.25E-10,8.12E-11,0.327,-6.49832,-2.126341,55.43,ABCA8,ATP binding cassette subfamily A member 8
25790,2.27E-10,8.19E-11,0.238,6.49707,1.546653,89.08,CFAP45,cilia and flagella associated protein 45
29902,2.29E-10,8.26E-11,0.287,6.49575,1.864189,59.82,FAM216A,family with sequence similarity 216 member A
115308161,2.30E-10,8.30E-11,0.418,6.49497,2.71551,25.08,LOC115308161,uncharacterized LOC115308161
105374947,2.31E-10,8.32E-11,0.241,6.49473,1.563944,86.98,LOC105374947,uncharacterized LOC105374947
101929227,2.32E-10,8.35E-11,0.317,-6.49417,-2.061649,75.64,LOC101929227,uncharacterized LOC101929227
359,2.33E-10,8.38E-11,0.434,-6.49355,-2.819851,31.41,AQP2,aquaporin 2
105377732,2.33E-10,8.40E-11,0.321,-6.49318,-2.082993,52.87,LOC105377732,uncharacterized LOC105377732
105371589,2.33E-10,8.41E-11,0.344,-6.49316,-2.230786,57.54,LOC105371589,uncharacterized LOC105371589
84707,2.33E-10,8.41E-11,0.402,6.4931,2.610344,33.55,BEX2,brain expressed X-linked 2
105378964,2.35E-10,8.46E-11,0.433,-6.49217,-2.808114,32.92,LOC105378964,uncharacterized LOC105378964
105369531,2.36E-10,8.53E-11,0.382,-6.49094,-2.477308,40.77,LOC105369531,uncharacterized LOC105369531
83697,2.37E-10,8.53E-11,0.307,-6.49088,-1.992123,57.76,SLC4A9,solute carrier family 4 member 9
9951,2.37E-10,8.54E-11,0.545,-6.49077,-3.537605,27.48,HS3ST4,heparan sulfate-glucosamine 3-sulfotransferase 4
6332,2.37E-10,8.54E-11,0.457,-6.49075,-2.964087,34,SCN7A,sodium voltage-gated channel alpha subunit 7
151246,2.37E-10,8.56E-11,0.269,6.4904,1.745754,72.27,SGO2,shugoshin 2
105375713,2.38E-10,8.58E-11,0.449,6.4901,2.912264,22.69,LOC105375713,uncharacterized LOC105375713
6262,2.38E-10,8.59E-11,0.259,-6.48983,-1.681004,125.32,RYR2,ryanodine receptor 2
10465,2.38E-10,8.60E-11,0.215,6.48979,1.392755,151.56,PPIH,peptidylprolyl isomerase H
1513,2.40E-10,8.67E-11,0.286,6.48846,1.854914,58.87,CTSK,cathepsin K
112268068,2.40E-10,8.68E-11,0.532,-6.48836,-3.452365,28.73,LOC112268068,uncharacterized LOC112268068
100873917,2.42E-10,8.74E-11,0.559,6.48735,3.623826,20.79,LPP-AS1,LPP antisense RNA 1
79172,2.44E-10,8.79E-11,0.255,6.48634,1.653355,78.47,CENPO,centromere protein O
9533,2.45E-10,8.86E-11,0.242,6.4852,1.572235,83.86,POLR1C,RNA polymerase I and III subunit C
645958,2.46E-10,8.87E-11,0.433,6.48498,2.811083,25.63,RPS18P9,ribosomal protein S18 pseudogene 9
375260,2.49E-10,9.01E-11,0.26,6.48276,1.687428,120.31,WASH2P,"WASP family homolog 2, pseudogene"
83695,2.50E-10,9.02E-11,0.263,6.48244,1.705515,82.44,RHNO1,RAD9-HUS1-RAD1 interacting nuclear orphan 1
3645,2.51E-10,9.06E-11,0.325,-6.48192,-2.104612,66.43,INSRR,insulin receptor related receptor
6586,2.51E-10,9.08E-11,0.239,-6.48154,-1.550425,122.81,SLIT3,slit guidance ligand 3
10512,2.52E-10,9.09E-11,0.289,6.48142,1.872452,73.4,SEMA3C,semaphorin 3C
107986195,2.52E-10,9.11E-11,0.347,-6.48111,-2.248685,45.66,LOC107986195,uncharacterized LOC107986195
10733,2.53E-10,9.13E-11,0.306,6.48069,1.980188,61.46,PLK4,polo like kinase 4
134829,2.53E-10,9.16E-11,0.425,-6.48023,-2.757069,34.69,CLVS2,clavesin 2
100422972,2.54E-10,9.19E-11,0.595,6.47969,3.855522,17.75,MIR3181,microRNA 3181
130813,2.55E-10,9.21E-11,0.319,-6.4794,-2.068064,72.74,C2orf50,chromosome 2 open reading frame 50
105372026,2.55E-10,9.22E-11,0.454,-6.47923,-2.9385,33.95,LOC105372026,uncharacterized LOC105372026
79605,2.55E-10,9.23E-11,0.306,-6.47899,-1.983297,75.02,PGBD5,piggyBac transposable element derived 5
105376550,2.56E-10,9.24E-11,0.463,-6.47892,-3.001553,31.11,LINC02752,long intergenic non-protein coding RNA 2752
5986,2.58E-10,9.31E-11,0.315,6.47771,2.041037,82.22,RFNG,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
8828,2.58E-10,9.33E-11,0.224,-6.47748,-1.45307,128.96,NRP2,neuropilin 2
105375114,2.60E-10,9.41E-11,0.379,-6.47619,-2.456056,40.89,LOC105375114,uncharacterized LOC105375114
100133331,2.61E-10,9.43E-11,0.302,6.47577,1.95656,96.87,LOC100133331,replaced by ID 100288069
107986918,2.63E-10,9.50E-11,0.239,6.47472,1.545436,107.06,LOC107986918,uncharacterized LOC107986918
105372209,2.64E-10,9.54E-11,0.438,-6.474,-2.837304,31.77,LOC105372209,uncharacterized LOC105372209
442454,2.64E-10,9.56E-11,0.578,6.47382,3.740763,18.17,UQCRBP1,ubiquinol-cytochrome c reductase binding protein pseudogene 1
4741,2.66E-10,9.61E-11,0.358,-6.47294,-2.315087,42.85,NEFM,neurofilament medium chain
7565,2.66E-10,9.63E-11,0.324,6.47258,2.098465,56.31,ZNF17,zinc finger protein 17
105376844,2.67E-10,9.67E-11,0.262,6.472,1.695591,70.94,LOC105376844,uncharacterized LOC105376844
2703,2.70E-10,9.77E-11,0.517,-6.47041,-3.346539,29.08,GJA8,gap junction protein alpha 8
356,2.71E-10,9.82E-11,0.321,6.46964,2.077864,54.9,FASLG,Fas ligand
8464,2.72E-10,9.83E-11,0.23,6.4695,1.486454,159.49,SUPT3H,"SPT3 homolog, SAGA and STAGA complex component"
140628,2.73E-10,9.89E-11,0.637,-6.46859,-4.120393,27.59,GATA5,GATA binding protein 5
7587,2.74E-10,9.91E-11,0.194,6.4683,1.252842,237.82,ZNF37A,zinc finger protein 37A
102724760,2.74E-10,9.92E-11,0.482,6.46814,3.118786,22.19,LOC102724760,immunoglobulin heavy variable 1/OR15-1 pseudogene
105376786,2.75E-10,9.95E-11,0.274,6.46776,1.770767,98.2,LOC105376786,uncharacterized LOC105376786
6561,2.76E-10,9.98E-11,0.431,-6.46731,-2.784593,34.26,SLC13A1,solute carrier family 13 member 1
79152,2.76E-10,9.99E-11,0.367,-6.46711,-2.373028,42.55,FA2H,fatty acid 2-hydroxylase
6835,2.78E-10,1.01E-10,0.31,6.46591,2.005223,46.86,SURF2,surfeit 2
101927026,2.78E-10,1.01E-10,0.392,-6.4657,-2.536205,39.39,LOC101927026,uncharacterized LOC101927026
102724050,2.79E-10,1.01E-10,0.282,6.4652,1.823146,53.84,GPR84-AS1,"GPR84, ZNF385A, ITGA5 and GTSF1 antisense RNA 1"
105370256,2.80E-10,1.02E-10,0.389,-6.46461,-2.512719,42.02,LOC105370256,uncharacterized LOC105370256
54922,2.81E-10,1.02E-10,0.37,-6.46441,-2.392673,45.55,RASIP1,Ras interacting protein 1
102465472,2.81E-10,1.02E-10,0.586,6.46417,3.787269,18.74,MIR6787,microRNA 6787
8437,2.81E-10,1.02E-10,0.259,-6.46397,-1.675981,86.11,RASAL1,RAS protein activator like 1
146664,2.83E-10,1.03E-10,0.271,-6.46321,-1.749651,77.04,MGAT5B,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B"
100505716,2.83E-10,1.03E-10,0.313,6.46295,2.019774,49.88,LOC100505716,uncharacterized LOC100505716
2153,2.83E-10,1.03E-10,0.248,6.46294,1.602984,230.14,F5,coagulation factor V
27201,2.84E-10,1.03E-10,0.477,-6.46273,-3.084504,30.89,GPR78,G protein-coupled receptor 78
89869,2.84E-10,1.03E-10,0.505,-6.46248,-3.261795,29.96,PLCZ1,phospholipase C zeta 1
107984591,2.85E-10,1.03E-10,0.41,-6.46225,-2.648029,37.7,LOC107984591,uncharacterized LOC107984591
390916,2.89E-10,1.05E-10,0.231,6.45986,1.491687,108.82,NUDT19,nudix hydrolase 19
873,2.90E-10,1.05E-10,0.327,6.45928,2.110437,44.75,CBR1,carbonyl reductase 1
165721,2.93E-10,1.06E-10,0.341,-6.45795,-2.2016,46.72,DNAJB8,DnaJ heat shock protein family (Hsp40) member B8
101929307,2.93E-10,1.06E-10,0.416,-6.45783,-2.687815,36.85,LOC101929307,uncharacterized LOC101929307
25806,2.93E-10,1.06E-10,0.403,-6.45767,-2.602585,37.73,VAX2,ventral anterior homeobox 2
55130,2.94E-10,1.07E-10,0.399,-6.45713,-2.577478,36.24,ODAD2,outer dynein arm docking complex subunit 2
112268220,2.94E-10,1.07E-10,0.49,-6.45709,-3.166627,32.12,LOC112268220,uncharacterized LOC112268220
10244,2.96E-10,1.07E-10,0.257,6.4561,1.659247,91.97,RABEPK,Rab9 effector protein with kelch motifs
11245,2.97E-10,1.08E-10,0.331,-6.45565,-2.135628,49.01,GPR176,G protein-coupled receptor 176
399833,2.97E-10,1.08E-10,0.439,-6.45561,-2.833299,31.57,SPRNP1,shadow of prion protein pseudogene 1
79962,3.00E-10,1.09E-10,0.437,-6.45423,-2.818884,32.95,DNAJC22,DnaJ heat shock protein family (Hsp40) member C22
80212,3.01E-10,1.09E-10,0.237,6.45374,1.527395,124.86,CCDC92,coiled-coil domain containing 92
100506637,3.01E-10,1.09E-10,0.344,-6.45342,-2.222272,48.35,PRKAR2A-AS1,PRKAR2A antisense RNA 1
7135,3.02E-10,1.10E-10,0.329,-6.45281,-2.12278,56.32,TNNI1,"troponin I1, slow skeletal type"
10322,3.06E-10,1.11E-10,0.246,6.45121,1.589092,97.99,SMYD5,SMYD family member 5
114,3.07E-10,1.11E-10,0.366,-6.4505,-2.36078,40.93,ADCY8,adenylate cyclase 8
1953,3.07E-10,1.12E-10,0.298,6.45031,1.924863,327.85,MEGF6,multiple EGF like domains 6
57628,3.08E-10,1.12E-10,0.432,-6.45027,-2.788841,32.51,DPP10,dipeptidyl peptidase like 10
105372816,3.10E-10,1.13E-10,0.392,-6.44882,-2.527805,41.47,LOC105372816,
22865,3.11E-10,1.13E-10,0.451,-6.44861,-2.906884,31.07,SLITRK3,SLIT and NTRK like family member 3
102466865,3.11E-10,1.13E-10,0.664,6.44829,4.280547,17.99,MIR7848,microRNA 7848
9427,3.12E-10,1.13E-10,0.428,-6.44787,-2.761096,36.81,ECEL1,endothelin converting enzyme like 1
28442,3.13E-10,1.14E-10,0.473,6.44742,3.046975,28.61,IGHV3-23,immunoglobulin heavy variable 3-23
2491,3.14E-10,1.14E-10,0.294,6.44713,1.898169,133.45,CENPI,centromere protein I
6523,3.15E-10,1.15E-10,0.345,-6.44643,-2.224566,45.62,SLC5A1,solute carrier family 5 member 1
10459,3.15E-10,1.15E-10,0.268,6.44631,1.727389,88.93,MAD2L2,mitotic arrest deficient 2 like 2
126123,3.17E-10,1.15E-10,0.453,-6.44554,-2.919898,31.22,IZUMO2,IZUMO family member 2
5582,3.20E-10,1.16E-10,0.35,-6.44409,-2.254582,42.54,PRKCG,protein kinase C gamma
775,3.21E-10,1.17E-10,0.221,-6.44358,-1.425321,192.5,CACNA1C,calcium voltage-gated channel subunit alpha1 C
401296,3.23E-10,1.17E-10,0.484,-6.44257,-3.117292,29.28,LNCRI,lncRNA radiation induced regulator of PLK1 and RAD51
221981,3.24E-10,1.18E-10,0.28,-6.44197,-1.806455,67.09,THSD7A,thrombospondin type 1 domain containing 7A
90378,3.25E-10,1.18E-10,0.278,6.44184,1.790191,62.88,SAMD1,sterile alpha motif domain containing 1
9521,3.25E-10,1.18E-10,0.441,6.44183,2.842654,22.91,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1
105374145,3.29E-10,1.20E-10,0.398,-6.43979,-2.564429,37.63,LOC105374145,uncharacterized LOC105374145
51807,3.29E-10,1.20E-10,0.274,6.43971,1.766421,74.97,TUBA8,tubulin alpha 8
641,3.31E-10,1.20E-10,0.232,6.43904,1.491294,124.75,BLM,BLM RecQ like helicase
9303,3.31E-10,1.20E-10,0.896,6.43873,5.770836,21.42,SNORD25,"small nucleolar RNA, C/D box 25"
